,CustomerContinent,ProductCategory,dateOfPurchase,TotalQuantity,TotalRevenue
6803,Oceania,Books,2018-03,26.0,5508.2
6804,Oceania,Books,2018-04,,
6805,Oceania,Books,2018-05,25.0,15626.2
6806,Oceania,Books,2018-06,3.0,739.14
6807,Oceania,Books,2018-07,9.0,7159.679999999999
6808,Oceania,Books,2018-08,4.0,3118.08
6809,Oceania,Books,2018-09,12.0,5305.2
6810,Oceania,Books,2018-10,,
6811,Oceania,Books,2018-11,10.0,4881.96
6812,Oceania,Books,2018-12,13.0,6527.46
6813,Oceania,Books,2019-01,8.0,5335.2
6814,Oceania,Books,2019-02,19.0,5319.66
6815,Oceania,Books,2019-03,11.0,3646.5800000000004
6816,Oceania,Books,2019-04,10.0,2102.58
6817,Oceania,Books,2019-05,1.0,610.83
6818,Oceania,Books,2019-06,12.0,5523.92
6819,Oceania,Books,2019-07,4.0,1223.04
6820,Oceania,Books,2019-08,9.0,194.57999999999998
6821,Oceania,Books,2019-09,13.0,9314.36
6822,Oceania,Books,2019-10,3.0,2508.87
6823,Oceania,Books,2019-12,15.0,4971.179999999999
6824,Oceania,Books,2020-01,14.0,9089.04
6825,Oceania,Books,2020-02,19.0,12560.64
6826,Oceania,Books,2020-03,3.0,2444.94
6827,Oceania,Books,2020-04,9.0,6175.26
6828,Oceania,Books,2020-05,8.0,5618.24
6829,Oceania,Books,2020-06,,
6830,Oceania,Books,2020-07,,
6831,Oceania,Books,2020-08,10.0,5235.9
6832,Oceania,Books,2020-09,4.0,3130.29
6833,Oceania,Books,2020-10,4.0,2006.3999999999999
6834,Oceania,Books,2020-11,5.0,2523.5
6835,Oceania,Books,2020-12,7.0,4196.15
6836,Oceania,Books,2016-07,,
6837,Oceania,Books,2016-08,3.0,889.92
6838,Oceania,Books,2017-11,10.0,8816.0
6839,Oceania,Books,2019-11,,
6840,Oceania,Clothing,2016-01,8.0,6747.84
6841,Oceania,Clothing,2016-02,15.0,11645.13
6842,Oceania,Clothing,2016-03,4.0,2184.96
6843,Oceania,Clothing,2016-04,2.0,1946.28
6844,Oceania,Clothing,2016-05,,
6845,Oceania,Clothing,2016-06,10.0,3818.5799999999995
6846,Oceania,Clothing,2016-09,9.0,5088.96
6847,Oceania,Clothing,2016-10,13.0,9855.75
6848,Oceania,Clothing,2016-11,,
6849,Oceania,Clothing,2016-12,26.0,16126.58
6850,Oceania,Clothing,2017-01,18.0,4631.0599999999995
6851,Oceania,Clothing,2017-02,6.0,1792.56
6852,Oceania,Clothing,2017-03,13.0,6927.509999999999
6853,Oceania,Clothing,2017-04,18.0,8930.72
6854,Oceania,Clothing,2017-05,9.0,3110.4
6855,Oceania,Clothing,2017-06,5.0,3159.54
6856,Oceania,Clothing,2017-07,,
6857,Oceania,Clothing,2017-08,10.0,3321.6
6858,Oceania,Clothing,2017-09,16.0,8419.49
6859,Oceania,Clothing,2017-10,,
6860,Oceania,Clothing,2017-12,18.0,5081.5
6861,Oceania,Clothing,2018-01,10.0,4801.5
6862,Oceania,Clothing,2018-02,,
6863,Oceania,Clothing,2018-03,10.0,6743.6
6864,Oceania,Clothing,2018-04,,
6865,Oceania,Clothing,2018-05,,
6866,Oceania,Clothing,2018-06,37.0,15862.460000000001
6867,Oceania,Clothing,2018-07,1.0,416.7
6868,Oceania,Clothing,2018-08,,
6869,Oceania,Clothing,2018-09,11.0,4719.9
6870,Oceania,Clothing,2018-10,17.0,10024.119999999999
6871,Oceania,Clothing,2018-11,19.0,12597.609999999999
6872,Oceania,Clothing,2018-12,,
6873,Oceania,Clothing,2019-01,,
6874,Oceania,Clothing,2019-02,5.0,4607.5
6875,Oceania,Clothing,2019-03,10.0,2520.2999999999997
6876,Oceania,Clothing,2019-04,13.0,8023.38
6877,Oceania,Clothing,2019-05,10.0,7158.599999999999
6878,Oceania,Clothing,2019-06,,
6879,Oceania,Clothing,2019-07,,
6880,Oceania,Clothing,2019-08,20.0,14160.400000000001
6881,Oceania,Clothing,2019-09,8.0,522.72
6882,Oceania,Clothing,2019-10,14.0,11563.439999999999
6883,Oceania,Clothing,2019-12,6.0,1761.6000000000001
6884,Oceania,Clothing,2020-01,6.0,1034.1
6885,Oceania,Clothing,2020-02,6.0,3197.8799999999997
6886,Oceania,Clothing,2020-03,21.0,3959.2799999999997
6887,Oceania,Clothing,2020-04,8.0,3871.56
6888,Oceania,Clothing,2020-05,6.0,4009.98
6889,Oceania,Clothing,2020-06,24.0,15021.42
6890,Oceania,Clothing,2020-07,,
6891,Oceania,Clothing,2020-08,7.0,3052.58
6892,Oceania,Clothing,2020-09,1.0,144.53
6893,Oceania,Clothing,2020-10,7.0,1652.2
6894,Oceania,Clothing,2020-11,,
6895,Oceania,Clothing,2020-12,8.0,1929.9199999999998
6896,Oceania,Clothing,2016-07,,
6897,Oceania,Clothing,2016-08,2.0,1643.52
6898,Oceania,Clothing,2017-11,,
6899,Oceania,Clothing,2019-11,13.0,7655.58
6900,Oceania,Computers,2016-01,22.0,14163.6
6901,Oceania,Computers,2016-02,,
6902,Oceania,Computers,2016-03,15.0,9236.58
6903,Oceania,Computers,2016-04,20.0,9499.0
6904,Oceania,Computers,2016-05,12.0,4376.1900000000005
6905,Oceania,Computers,2016-06,24.0,6636.879999999999
6906,Oceania,Computers,2016-09,1.0,636.3199999999999
6907,Oceania,Computers,2016-10,,
6908,Oceania,Computers,2016-11,5.0,3049.2
6909,Oceania,Computers,2016-12,1.0,307.8
6910,Oceania,Computers,2017-01,,
6911,Oceania,Computers,2017-02,9.0,7973.28
6912,Oceania,Computers,2017-03,9.0,2399.04
6913,Oceania,Computers,2017-04,17.0,9355.65
6914,Oceania,Computers,2017-05,9.0,5426.19
6915,Oceania,Computers,2017-06,8.0,831.6
6916,Oceania,Computers,2017-07,,
6917,Oceania,Computers,2017-08,12.0,8651.76
6918,Oceania,Computers,2017-09,9.0,1630.53
6919,Oceania,Computers,2017-10,15.0,5844.869999999999
6920,Oceania,Computers,2017-12,,
6921,Oceania,Computers,2018-01,,
6922,Oceania,Computers,2018-02,12.0,8721.36
6923,Oceania,Computers,2018-03,18.0,12919.08
6924,Oceania,Computers,2018-04,3.0,1103.6599999999999
6925,Oceania,Computers,2018-05,4.0,2469.28
6926,Oceania,Computers,2018-06,10.0,7464.51
6927,Oceania,Computers,2018-07,3.0,2242.95
6928,Oceania,Computers,2018-08,,
6929,Oceania,Computers,2018-09,2.0,153.26
6930,Oceania,Computers,2018-10,,
6931,Oceania,Computers,2018-11,9.0,6940.89
6932,Oceania,Computers,2018-12,,
6933,Oceania,Computers,2019-01,,
6934,Oceania,Computers,2019-02,7.0,2602.71
6935,Oceania,Computers,2019-03,,
6936,Oceania,Computers,2019-04,4.0,376.0
6937,Oceania,Computers,2019-05,14.0,2328.18
6938,Oceania,Computers,2019-06,,
6939,Oceania,Computers,2019-07,,
6940,Oceania,Computers,2019-08,6.0,1834.5600000000002
6941,Oceania,Computers,2019-09,12.0,8111.33
6942,Oceania,Computers,2019-10,7.0,6166.16
6943,Oceania,Computers,2019-12,,
6944,Oceania,Computers,2020-01,1.0,206.60999999999999
6945,Oceania,Computers,2020-02,8.0,6563.76
6946,Oceania,Computers,2020-03,,
6947,Oceania,Computers,2020-04,,
6948,Oceania,Computers,2020-05,22.0,3237.6000000000004
6949,Oceania,Computers,2020-06,12.0,9321.900000000001
6950,Oceania,Computers,2020-07,6.0,5363.82
6951,Oceania,Computers,2020-08,10.0,5281.700000000001
6952,Oceania,Computers,2020-09,9.0,8076.32
6953,Oceania,Computers,2020-10,2.0,799.8
6954,Oceania,Computers,2020-11,30.0,15057.74
6955,Oceania,Computers,2020-12,,
6956,Oceania,Computers,2016-07,2.0,366.71999999999997
6957,Oceania,Computers,2016-08,,
6958,Oceania,Computers,2017-11,10.0,8913.33
6959,Oceania,Computers,2019-11,1.0,239.33
6960,Oceania,Electronics,2016-01,26.0,7955.719999999999
6961,Oceania,Electronics,2016-02,30.0,23834.94
6962,Oceania,Electronics,2016-03,10.0,2211.6
6963,Oceania,Electronics,2016-04,,
6964,Oceania,Electronics,2016-05,10.0,9343.6
6965,Oceania,Electronics,2016-06,9.0,6068.25
6966,Oceania,Electronics,2016-09,7.0,2703.1200000000003
6967,Oceania,Electronics,2016-10,,
6968,Oceania,Electronics,2016-11,15.0,3764.79
6969,Oceania,Electronics,2016-12,1.0,412.65999999999997
6970,Oceania,Electronics,2017-01,,
6971,Oceania,Electronics,2017-02,,
6972,Oceania,Electronics,2017-03,9.0,3197.3399999999997
6973,Oceania,Electronics,2017-04,,
6974,Oceania,Electronics,2017-05,,
6975,Oceania,Electronics,2017-06,8.0,4704.740000000001
6976,Oceania,Electronics,2017-07,6.0,2560.7999999999997
6977,Oceania,Electronics,2017-08,,
6978,Oceania,Electronics,2017-09,6.0,2746.5599999999995
6979,Oceania,Electronics,2017-10,12.0,6491.61
6980,Oceania,Electronics,2017-12,21.0,7060.73
6981,Oceania,Electronics,2018-01,2.0,1857.4399999999998
6982,Oceania,Electronics,2018-02,,
6983,Oceania,Electronics,2018-03,2.0,662.4
6984,Oceania,Electronics,2018-04,,
6985,Oceania,Electronics,2018-05,16.0,6646.5
6986,Oceania,Electronics,2018-06,16.0,6426.06
6987,Oceania,Electronics,2018-07,,
6988,Oceania,Electronics,2018-08,,
6989,Oceania,Electronics,2018-09,3.0,229.5
6990,Oceania,Electronics,2018-10,12.0,7774.219999999999
6991,Oceania,Electronics,2018-11,3.0,1116.0
6992,Oceania,Electronics,2018-12,6.0,3474.54
6993,Oceania,Electronics,2019-01,6.0,3215.7999999999997
6994,Oceania,Electronics,2019-02,,
6995,Oceania,Electronics,2019-03,11.0,7612.799999999999
6996,Oceania,Electronics,2019-04,1.0,6.58
6997,Oceania,Electronics,2019-05,9.0,1137.1499999999999
6998,Oceania,Electronics,2019-06,8.0,4256.6
6999,Oceania,Electronics,2019-07,,
7000,Oceania,Electronics,2019-08,7.0,4864.86
7001,Oceania,Electronics,2019-09,15.0,7873.24
7002,Oceania,Electronics,2019-10,6.0,4311.3
7003,Oceania,Electronics,2019-12,2.0,420.47999999999996
7004,Oceania,Electronics,2020-01,3.0,2211.3
7005,Oceania,Electronics,2020-02,,
7006,Oceania,Electronics,2020-03,7.0,1890.0
7007,Oceania,Electronics,2020-04,5.0,1850.25
7008,Oceania,Electronics,2020-05,7.0,2105.6
7009,Oceania,Electronics,2020-06,24.0,13579.87
7010,Oceania,Electronics,2020-07,16.0,6750.7
7011,Oceania,Electronics,2020-08,8.0,5836.8
7012,Oceania,Electronics,2020-09,36.0,12644.140000000001
7013,Oceania,Electronics,2020-10,10.0,5087.18
7014,Oceania,Electronics,2020-11,10.0,1401.6
7015,Oceania,Electronics,2020-12,,
7016,Oceania,Electronics,2016-07,,
7017,Oceania,Electronics,2016-08,10.0,5774.88
7018,Oceania,Electronics,2017-11,,
7019,Oceania,Electronics,2019-11,7.0,5739.3
7020,Oceania,Games,2016-01,,
7021,Oceania,Games,2016-02,2.0,1168.2
7022,Oceania,Games,2016-03,9.0,5694.3
7023,Oceania,Games,2016-04,4.0,1318.6
7024,Oceania,Games,2016-05,,
7025,Oceania,Games,2016-06,,
7026,Oceania,Games,2016-09,20.0,8932.0
7027,Oceania,Games,2016-10,1.0,384.56
7028,Oceania,Games,2016-11,11.0,5179.68
7029,Oceania,Games,2016-12,10.0,5606.599999999999
7030,Oceania,Games,2017-01,2.0,650.88
7031,Oceania,Games,2017-02,9.0,2522.52
7032,Oceania,Games,2017-03,6.0,4137.76
7033,Oceania,Games,2017-04,9.0,1054.52
7034,Oceania,Games,2017-05,,
7035,Oceania,Games,2017-06,4.0,3651.8399999999997
7036,Oceania,Games,2017-07,21.0,11363.169999999998
7037,Oceania,Games,2017-08,4.0,3571.12
7038,Oceania,Games,2017-09,10.0,8853.119999999999
7039,Oceania,Games,2017-10,7.0,1955.52
7040,Oceania,Games,2017-12,4.0,2362.2
7041,Oceania,Games,2018-01,6.0,2953.8
7042,Oceania,Games,2018-02,2.0,367.2
7043,Oceania,Games,2018-03,2.0,386.88
7044,Oceania,Games,2018-04,4.0,3197.12
7045,Oceania,Games,2018-05,11.0,5356.33
7046,Oceania,Games,2018-06,,
7047,Oceania,Games,2018-07,6.0,4423.68
7048,Oceania,Games,2018-08,10.0,7123.2
7049,Oceania,Games,2018-09,2.0,207.92000000000002
7050,Oceania,Games,2018-10,2.0,1732.64
7051,Oceania,Games,2018-11,11.0,1509.62
7052,Oceania,Games,2018-12,16.0,10681.16
7053,Oceania,Games,2019-01,3.0,1761.06
7054,Oceania,Games,2019-02,5.0,2082.1
7055,Oceania,Games,2019-03,,
7056,Oceania,Games,2019-04,10.0,2871.4
7057,Oceania,Games,2019-05,19.0,9037.25
7058,Oceania,Games,2019-06,18.0,3506.32
7059,Oceania,Games,2019-07,,
7060,Oceania,Games,2019-08,19.0,11945.26
7061,Oceania,Games,2019-09,5.0,994.25
7062,Oceania,Games,2019-10,,
7063,Oceania,Games,2019-12,4.0,2664.0
7064,Oceania,Games,2020-01,,
7065,Oceania,Games,2020-02,,
7066,Oceania,Games,2020-03,10.0,4186.0
7067,Oceania,Games,2020-04,,
7068,Oceania,Games,2020-05,6.0,5303.76
7069,Oceania,Games,2020-06,1.0,227.70000000000002
7070,Oceania,Games,2020-07,21.0,14059.98
7071,Oceania,Games,2020-08,20.0,8868.1
7072,Oceania,Games,2020-09,,
7073,Oceania,Games,2020-10,11.0,2603.22
7074,Oceania,Games,2020-11,8.0,538.72
7075,Oceania,Games,2020-12,20.0,9428.099999999999
7076,Oceania,Games,2016-07,7.0,3294.36
7077,Oceania,Games,2016-08,,
7078,Oceania,Games,2017-11,,
7079,Oceania,Games,2019-11,,
7080,Oceania,Garden,2016-01,2.0,1385.02
7081,Oceania,Garden,2016-02,15.0,7204.5
7082,Oceania,Garden,2016-03,1.0,218.88
7083,Oceania,Garden,2016-04,5.0,4296.6
7084,Oceania,Garden,2016-05,7.0,964.25
7085,Oceania,Garden,2016-06,8.0,2375.52
7086,Oceania,Garden,2016-09,8.0,4045.92
7087,Oceania,Garden,2016-10,16.0,6359.04
7088,Oceania,Garden,2016-11,,
7089,Oceania,Garden,2016-12,21.0,10413.94
7090,Oceania,Garden,2017-01,9.0,5618.34
7091,Oceania,Garden,2017-02,1.0,850.6899999999999
7092,Oceania,Garden,2017-03,2.0,980.1
7093,Oceania,Garden,2017-04,3.0,1624.5
7094,Oceania,Garden,2017-05,,
7095,Oceania,Garden,2017-06,,
7096,Oceania,Garden,2017-07,3.0,656.37
7097,Oceania,Garden,2017-08,,
7098,Oceania,Garden,2017-09,1.0,789.36
7099,Oceania,Garden,2017-10,3.0,1636.2
7100,Oceania,Garden,2017-12,,
7101,Oceania,Garden,2018-01,6.0,2678.94
7102,Oceania,Garden,2018-02,,
7103,Oceania,Garden,2018-03,10.0,2244.2
7104,Oceania,Garden,2018-04,16.0,5099.65
7105,Oceania,Garden,2018-05,6.0,4586.400000000001
7106,Oceania,Garden,2018-06,7.0,4491.9
7107,Oceania,Garden,2018-07,6.0,1534.68
7108,Oceania,Garden,2018-08,18.0,9108.35
7109,Oceania,Garden,2018-09,,
7110,Oceania,Garden,2018-10,,
7111,Oceania,Garden,2018-11,11.0,1848.52
7112,Oceania,Garden,2018-12,8.0,2156.0
7113,Oceania,Garden,2019-01,6.0,2911.92
7114,Oceania,Garden,2019-02,10.0,6965.4
7115,Oceania,Garden,2019-03,3.0,2700.72
7116,Oceania,Garden,2019-04,14.0,8312.16
7117,Oceania,Garden,2019-05,,
7118,Oceania,Garden,2019-06,5.0,1409.94
7119,Oceania,Garden,2019-07,20.0,13157.529999999999
7120,Oceania,Garden,2019-08,5.0,3009.66
7121,Oceania,Garden,2019-09,2.0,541.06
7122,Oceania,Garden,2019-10,23.0,14606.64
7123,Oceania,Garden,2019-12,,
7124,Oceania,Garden,2020-01,,
7125,Oceania,Garden,2020-02,6.0,4603.5
7126,Oceania,Garden,2020-03,,
7127,Oceania,Garden,2020-04,,
7128,Oceania,Garden,2020-05,10.0,1608.8999999999999
7129,Oceania,Garden,2020-06,,
7130,Oceania,Garden,2020-07,29.0,11710.35
7131,Oceania,Garden,2020-08,7.0,1449.0
7132,Oceania,Garden,2020-09,20.0,9223.84
7133,Oceania,Garden,2020-10,,
7134,Oceania,Garden,2020-11,4.0,1004.4
7135,Oceania,Garden,2020-12,29.0,15885.4
7136,Oceania,Garden,2016-07,9.0,7449.299999999999
7137,Oceania,Garden,2016-08,9.0,6977.88
7138,Oceania,Garden,2017-11,,
7139,Oceania,Garden,2019-11,,
7140,Oceania,Grocery,2016-01,5.0,231.11999999999998
7141,Oceania,Grocery,2016-02,27.0,14883.5
7142,Oceania,Grocery,2016-03,3.0,2207.31
7143,Oceania,Grocery,2016-04,,
7144,Oceania,Grocery,2016-05,,
7145,Oceania,Grocery,2016-06,1.0,207.0
7146,Oceania,Grocery,2016-09,,
7147,Oceania,Grocery,2016-10,11.0,5199.6
7148,Oceania,Grocery,2016-11,6.0,5207.04
7149,Oceania,Grocery,2016-12,7.0,6394.92
7150,Oceania,Grocery,2017-01,10.0,8611.2
7151,Oceania,Grocery,2017-02,6.0,1406.1599999999999
7152,Oceania,Grocery,2017-03,6.0,3994.76
7153,Oceania,Grocery,2017-04,9.0,3525.12
7154,Oceania,Grocery,2017-05,5.0,1584.0
7155,Oceania,Grocery,2017-06,8.0,5221.2
7156,Oceania,Grocery,2017-07,,
7157,Oceania,Grocery,2017-08,8.0,1920.0
7158,Oceania,Grocery,2017-09,17.0,5307.18
7159,Oceania,Grocery,2017-10,14.0,9747.24
7160,Oceania,Grocery,2017-12,20.0,9623.759999999998
7161,Oceania,Grocery,2018-01,5.0,1003.19
7162,Oceania,Grocery,2018-02,7.0,3930.29
7163,Oceania,Grocery,2018-03,2.0,464.52
7164,Oceania,Grocery,2018-04,12.0,3016.29
7165,Oceania,Grocery,2018-05,4.0,3269.2799999999997
7166,Oceania,Grocery,2018-06,,
7167,Oceania,Grocery,2018-07,,
7168,Oceania,Grocery,2018-08,,
7169,Oceania,Grocery,2018-09,18.0,7905.82
7170,Oceania,Grocery,2018-10,10.0,6887.58
7171,Oceania,Grocery,2018-11,8.0,6727.04
7172,Oceania,Grocery,2018-12,,
7173,Oceania,Grocery,2019-01,4.0,1648.64
7174,Oceania,Grocery,2019-02,4.0,1110.2
7175,Oceania,Grocery,2019-03,17.0,7209.5
7176,Oceania,Grocery,2019-04,15.0,3073.6800000000003
7177,Oceania,Grocery,2019-05,18.0,7665.4400000000005
7178,Oceania,Grocery,2019-06,1.0,814.2
7179,Oceania,Grocery,2019-07,8.0,4449.12
7180,Oceania,Grocery,2019-08,10.0,2105.6
7181,Oceania,Grocery,2019-09,3.0,128.04
7182,Oceania,Grocery,2019-10,13.0,9834.16
7183,Oceania,Grocery,2019-12,1.0,762.3399999999999
7184,Oceania,Grocery,2020-01,26.0,14323.5
7185,Oceania,Grocery,2020-02,,
7186,Oceania,Grocery,2020-03,11.0,8673.49
7187,Oceania,Grocery,2020-04,,
7188,Oceania,Grocery,2020-05,7.0,4671.5199999999995
7189,Oceania,Grocery,2020-06,16.0,12714.119999999999
7190,Oceania,Grocery,2020-07,4.0,1779.96
7191,Oceania,Grocery,2020-08,3.0,1798.2
7192,Oceania,Grocery,2020-09,2.0,969.5999999999999
7193,Oceania,Grocery,2020-10,8.0,647.6800000000001
7194,Oceania,Grocery,2020-11,3.0,2009.25
7195,Oceania,Grocery,2020-12,,
7196,Oceania,Grocery,2016-07,,
7197,Oceania,Grocery,2016-08,10.0,6938.75
7198,Oceania,Grocery,2017-11,1.0,446.40000000000003
7199,Oceania,Grocery,2019-11,9.0,2597.9399999999996
7200,Oceania,Health,2016-01,1.0,207.48000000000002
7201,Oceania,Health,2016-02,4.0,165.6
7202,Oceania,Health,2016-03,,
7203,Oceania,Health,2016-04,,
7204,Oceania,Health,2016-05,3.0,2283.8399999999997
7205,Oceania,Health,2016-06,8.0,4952.24
7206,Oceania,Health,2016-09,,
7207,Oceania,Health,2016-10,24.0,7904.0
7208,Oceania,Health,2016-11,11.0,308.15999999999997
7209,Oceania,Health,2016-12,7.0,329.28
7210,Oceania,Health,2017-01,4.0,1628.1599999999999
7211,Oceania,Health,2017-02,8.0,7007.2
7212,Oceania,Health,2017-03,6.0,1447.2
7213,Oceania,Health,2017-04,,
7214,Oceania,Health,2017-05,5.0,3467.75
7215,Oceania,Health,2017-06,8.0,5386.08
7216,Oceania,Health,2017-07,,
7217,Oceania,Health,2017-08,6.0,3841.92
7218,Oceania,Health,2017-09,8.0,6091.68
7219,Oceania,Health,2017-10,18.0,5928.02
7220,Oceania,Health,2017-12,8.0,5119.2
7221,Oceania,Health,2018-01,8.0,4865.18
7222,Oceania,Health,2018-02,9.0,4581.52
7223,Oceania,Health,2018-03,,
7224,Oceania,Health,2018-04,7.0,2792.79
7225,Oceania,Health,2018-05,9.0,4043.64
7226,Oceania,Health,2018-06,3.0,805.56
7227,Oceania,Health,2018-07,13.0,7690.17
7228,Oceania,Health,2018-08,,
7229,Oceania,Health,2018-09,,
7230,Oceania,Health,2018-10,,
7231,Oceania,Health,2018-11,,
7232,Oceania,Health,2018-12,11.0,7004.84
7233,Oceania,Health,2019-01,7.0,2698.36
7234,Oceania,Health,2019-02,,
7235,Oceania,Health,2019-03,,
7236,Oceania,Health,2019-04,6.0,3422.4
7237,Oceania,Health,2019-05,7.0,4700.83
7238,Oceania,Health,2019-06,4.0,1561.8
7239,Oceania,Health,2019-07,2.0,1467.18
7240,Oceania,Health,2019-08,16.0,6803.58
7241,Oceania,Health,2019-09,,
7242,Oceania,Health,2019-10,3.0,1185.75
7243,Oceania,Health,2019-12,6.0,1219.92
7244,Oceania,Health,2020-01,2.0,245.52
7245,Oceania,Health,2020-02,,
7246,Oceania,Health,2020-03,20.0,4516.299999999999
7247,Oceania,Health,2020-04,9.0,7857.0
7248,Oceania,Health,2020-05,14.0,9195.48
7249,Oceania,Health,2020-06,,
7250,Oceania,Health,2020-07,10.0,8939.4
7251,Oceania,Health,2020-08,3.0,658.35
7252,Oceania,Health,2020-09,,
7253,Oceania,Health,2020-10,10.0,3429.0
7254,Oceania,Health,2020-11,,
7255,Oceania,Health,2020-12,,
7256,Oceania,Health,2016-07,6.0,3253.14
7257,Oceania,Health,2016-08,5.0,2124.34
7258,Oceania,Health,2017-11,2.0,799.9
7259,Oceania,Health,2019-11,,
7260,Oceania,Home,2016-01,6.0,1984.62
7261,Oceania,Home,2016-02,8.0,4428.860000000001
7262,Oceania,Home,2016-03,10.0,3092.6
7263,Oceania,Home,2016-04,,
7264,Oceania,Home,2016-05,4.0,1193.6299999999999
7265,Oceania,Home,2016-06,15.0,6761.429999999999
7266,Oceania,Home,2016-09,,
7267,Oceania,Home,2016-10,,
7268,Oceania,Home,2016-11,,
7269,Oceania,Home,2016-12,,
7270,Oceania,Home,2017-01,,
7271,Oceania,Home,2017-02,,
7272,Oceania,Home,2017-03,7.0,3958.3999999999996
7273,Oceania,Home,2017-04,6.0,5306.58
7274,Oceania,Home,2017-05,12.0,7721.460000000001
7275,Oceania,Home,2017-06,13.0,9267.4
7276,Oceania,Home,2017-07,7.0,1988.91
7277,Oceania,Home,2017-08,2.0,1313.76
7278,Oceania,Home,2017-09,,
7279,Oceania,Home,2017-10,8.0,7124.4800000000005
7280,Oceania,Home,2017-12,18.0,8373.48
7281,Oceania,Home,2018-01,7.0,5779.04
7282,Oceania,Home,2018-02,6.0,1570.9199999999998
7283,Oceania,Home,2018-03,10.0,6879.6
7284,Oceania,Home,2018-04,,
7285,Oceania,Home,2018-05,30.0,11454.78
7286,Oceania,Home,2018-06,,
7287,Oceania,Home,2018-07,,
7288,Oceania,Home,2018-08,1.0,671.22
7289,Oceania,Home,2018-09,1.0,400.9
7290,Oceania,Home,2018-10,,
7291,Oceania,Home,2018-11,,
7292,Oceania,Home,2018-12,,
7293,Oceania,Home,2019-01,1.0,295.96
7294,Oceania,Home,2019-02,13.0,2022.88
7295,Oceania,Home,2019-03,12.0,4495.08
7296,Oceania,Home,2019-04,,
7297,Oceania,Home,2019-05,2.0,1737.12
7298,Oceania,Home,2019-06,6.0,4500.719999999999
7299,Oceania,Home,2019-07,,
7300,Oceania,Home,2019-08,,
7301,Oceania,Home,2019-09,10.0,1156.2
7302,Oceania,Home,2019-10,1.0,838.53
7303,Oceania,Home,2019-12,,
7304,Oceania,Home,2020-01,16.0,6752.82
7305,Oceania,Home,2020-02,18.0,11409.59
7306,Oceania,Home,2020-03,22.0,8339.33
7307,Oceania,Home,2020-04,13.0,6088.0
7308,Oceania,Home,2020-05,9.0,993.5999999999999
7309,Oceania,Home,2020-06,5.0,427.8
7310,Oceania,Home,2020-07,1.0,703.4300000000001
7311,Oceania,Home,2020-08,4.0,1951.6399999999999
7312,Oceania,Home,2020-09,,
7313,Oceania,Home,2020-10,7.0,3810.45
7314,Oceania,Home,2020-11,,
7315,Oceania,Home,2020-12,,
7316,Oceania,Home,2016-07,9.0,2860.46
7317,Oceania,Home,2016-08,15.0,9330.6
7318,Oceania,Home,2017-11,,
7319,Oceania,Home,2019-11,,
7320,Oceania,Industrial,2016-01,5.0,741.0
7321,Oceania,Industrial,2016-02,8.0,735.28
7322,Oceania,Industrial,2016-03,19.0,4881.75
7323,Oceania,Industrial,2016-04,10.0,3381.0
7324,Oceania,Industrial,2016-05,8.0,3638.16
7325,Oceania,Industrial,2016-06,6.0,1517.88
7326,Oceania,Industrial,2016-09,4.0,1954.0099999999998
7327,Oceania,Industrial,2016-10,9.0,4634.74
7328,Oceania,Industrial,2016-11,,
7329,Oceania,Industrial,2016-12,15.0,7758.0
7330,Oceania,Industrial,2017-01,10.0,5265.96
7331,Oceania,Industrial,2017-02,10.0,4249.7
7332,Oceania,Industrial,2017-03,8.0,7102.400000000001
7333,Oceania,Industrial,2017-04,9.0,3945.96
7334,Oceania,Industrial,2017-05,,
7335,Oceania,Industrial,2017-06,,
7336,Oceania,Industrial,2017-07,,
7337,Oceania,Industrial,2017-08,6.0,2432.8799999999997
7338,Oceania,Industrial,2017-09,6.0,622.44
7339,Oceania,Industrial,2017-10,8.0,3509.01
7340,Oceania,Industrial,2017-12,4.0,2955.6800000000003
7341,Oceania,Industrial,2018-01,6.0,39.9
7342,Oceania,Industrial,2018-02,7.0,5836.46
7343,Oceania,Industrial,2018-03,4.0,795.6
7344,Oceania,Industrial,2018-04,22.0,8881.68
7345,Oceania,Industrial,2018-05,,
7346,Oceania,Industrial,2018-06,4.0,2002.54
7347,Oceania,Industrial,2018-07,3.0,1293.3
7348,Oceania,Industrial,2018-08,2.0,1488.0
7349,Oceania,Industrial,2018-09,9.0,2308.5
7350,Oceania,Industrial,2018-10,,
7351,Oceania,Industrial,2018-11,14.0,6235.26
7352,Oceania,Industrial,2018-12,,
7353,Oceania,Industrial,2019-01,,
7354,Oceania,Industrial,2019-02,14.0,161.28
7355,Oceania,Industrial,2019-03,,
7356,Oceania,Industrial,2019-04,,
7357,Oceania,Industrial,2019-05,4.0,1822.5
7358,Oceania,Industrial,2019-06,2.0,1235.78
7359,Oceania,Industrial,2019-07,4.0,2482.48
7360,Oceania,Industrial,2019-08,6.0,5555.4
7361,Oceania,Industrial,2019-09,16.0,2731.71
7362,Oceania,Industrial,2019-10,12.0,7386.379999999999
7363,Oceania,Industrial,2019-12,12.0,5342.4
7364,Oceania,Industrial,2020-01,7.0,3749.13
7365,Oceania,Industrial,2020-02,,
7366,Oceania,Industrial,2020-03,6.0,2764.5
7367,Oceania,Industrial,2020-04,8.0,1520.92
7368,Oceania,Industrial,2020-05,16.0,8078.639999999999
7369,Oceania,Industrial,2020-06,16.0,5125.68
