,CustomerContinent,ProductCategory,dateOfPurchase,TotalQuantity,TotalRevenue,AvgPrice,MedPrice,AvgCost,AvgDiscount
5772,Oceania,Outdoors,2016-12,20,11508.029999999999,551.0,590.0,307.3066666666667,0.05000000000000001
5773,Oceania,Outdoors,2017-01,12,6304.38,410.5,410.5,114.17999999999998,0.060000000000000005
5774,Oceania,Outdoors,2017-02,9,6073.0599999999995,733.0,733.0,514.71,0.075
5775,Oceania,Outdoors,2017-03,10,5911.619999999999,609.0,754.0,331.49,0.06333333333333334
5776,Oceania,Outdoors,2017-05,8,5608.8,779.0,779.0,537.51,0.1
5777,Oceania,Outdoors,2017-06,4,1017.5999999999999,265.0,265.0,98.05,0.04
5778,Oceania,Outdoors,2017-07,5,272.52,62.0,62.0,37.660000000000004,0.025
5779,Oceania,Outdoors,2017-08,3,564.48,196.0,196.0,117.6,0.04
5780,Oceania,Outdoors,2017-09,1,337.59,341.0,341.0,197.78,0.01
5781,Oceania,Outdoors,2017-11,19,13091.82,724.6666666666666,807.0,428.74333333333334,0.06333333333333334
5782,Oceania,Outdoors,2017-12,8,5263.2,731.0,731.0,570.1800000000001,0.1
5783,Oceania,Outdoors,2018-02,15,6393.24,439.75,484.0,323.9075,0.0325
5784,Oceania,Outdoors,2018-03,9,4893.96,611.5,611.5,200.45499999999998,0.05
5785,Oceania,Outdoors,2018-04,5,2822.4,576.0,576.0,126.72000000000004,0.02
5786,Oceania,Outdoors,2018-05,13,3691.2000000000003,275.5,275.5,211.29000000000002,0.09
5787,Oceania,Outdoors,2018-07,14,7599.27,595.3333333333334,643.0,275.99,0.03333333333333333
5788,Oceania,Outdoors,2018-09,8,2509.58,302.5,302.5,223.01,0.065
5789,Oceania,Outdoors,2018-10,22,9988.76,408.0,541.0,121.33333333333333,0.023333333333333334
5790,Oceania,Outdoors,2018-11,6,3946.8,715.0,715.0,443.3,0.08
5791,Oceania,Outdoors,2019-02,10,2853.76,547.5,547.5,152.605,0.055
5792,Oceania,Outdoors,2019-03,19,14835.179999999998,664.0,829.0,401.96500000000003,0.0825
5793,Oceania,Outdoors,2019-05,12,5961.94,335.5,335.5,205.07999999999998,0.060000000000000005
5794,Oceania,Outdoors,2019-06,13,1478.6999999999998,170.0,170.0,84.25,0.04
5795,Oceania,Outdoors,2019-08,9,4717.44,546.0,546.0,311.22,0.04
5796,Oceania,Outdoors,2019-09,3,1661.52,602.0,602.0,367.22,0.08
5797,Oceania,Outdoors,2019-10,7,5223.400000000001,820.0,820.0,639.6,0.09
5798,Oceania,Outdoors,2019-11,6,1511.52,268.0,268.0,131.32,0.06
5799,Oceania,Outdoors,2019-12,15,8413.44,701.6666666666666,752.0,222.73666666666668,0.07666666666666666
5800,Oceania,Outdoors,2020-01,9,2459.1600000000003,297.0,297.0,240.57,0.08
5801,Oceania,Outdoors,2020-02,1,892.71,981.0,981.0,255.06,0.09
5802,Oceania,Outdoors,2020-03,7,3883.6,584.0,584.0,402.96,0.05
5803,Oceania,Outdoors,2020-04,8,1310.0800000000002,178.0,178.0,76.54,0.08
5804,Oceania,Outdoors,2020-06,9,4163.400000000001,514.0,514.0,344.38,0.1
5805,Oceania,Outdoors,2020-07,16,10509.92,710.5,710.5,278.935,0.07500000000000001
5806,Oceania,Outdoors,2020-08,9,3928.5600000000004,461.0,461.0,241.45499999999998,0.09
5807,Oceania,Outdoors,2020-09,23,635.22,30.666666666666668,27.0,9.986666666666666,0.08
5808,Oceania,Outdoors,2020-11,7,5089.459999999999,784.0,784.0,421.97999999999996,0.08
5809,Oceania,Shoes,2016-01,7,4934.58,758.0,758.0,166.76,0.07
5810,Oceania,Shoes,2016-02,14,7974.749999999999,612.5,612.5,346.885,0.07
5811,Oceania,Shoes,2016-04,28,10829.98,390.3333333333333,536.0,288.2366666666667,0.06333333333333334
5812,Oceania,Shoes,2016-06,4,1983.8,545.0,545.0,403.3,0.09
5813,Oceania,Shoes,2016-07,1,612.48,638.0,638.0,357.28,0.04
5814,Oceania,Shoes,2016-08,22,8549.66,420.0,411.0,267.338,0.05800000000000001
5815,Oceania,Shoes,2016-09,9,3025.24,356.0,356.0,142.03,0.034999999999999996
5816,Oceania,Shoes,2016-10,11,1722.46,144.5,144.5,61.755,0.08
5817,Oceania,Shoes,2016-12,2,1433.52,724.0,724.0,448.88,0.01
5818,Oceania,Shoes,2017-02,12,8581.77,629.0,629.0,302.42999999999995,0.05500000000000001
5819,Oceania,Shoes,2017-03,18,12290.3,652.0,671.0,420.23999999999995,0.03666666666666667
5820,Oceania,Shoes,2017-04,15,1176.21,103.0,103.0,43.794999999999995,0.060000000000000005
5821,Oceania,Shoes,2017-05,10,2631.2000000000003,286.0,286.0,82.94,0.08
5822,Oceania,Shoes,2017-06,9,7273.7,896.5,896.5,342.565,0.095
5823,Oceania,Shoes,2017-07,50,28143.03,599.7142857142857,699.0,336.06857142857143,0.05142857142857143
5824,Oceania,Shoes,2017-08,6,817.3199999999999,140.0,140.0,39.17,0.02
5825,Oceania,Shoes,2017-10,15,10475.55,738.5,738.5,395.96999999999997,0.06
5826,Oceania,Shoes,2017-11,8,3819.84,519.0,519.0,269.88,0.08
5827,Oceania,Shoes,2018-03,7,3583.62,588.0,588.0,411.885,0.04
5828,Oceania,Shoes,2018-04,16,8241.74,616.5,616.5,324.0849999999999,0.08499999999999999
5829,Oceania,Shoes,2018-05,9,6767.82,792.0,792.0,361.39500000000004,0.060000000000000005
5830,Oceania,Shoes,2018-06,6,4924.26,829.0,829.0,240.41,0.01
5831,Oceania,Shoes,2018-07,11,4485.14,449.5,449.5,272.89,0.045
5832,Oceania,Shoes,2018-08,11,3144.58,330.0,330.0,217.835,0.055
5833,Oceania,Shoes,2018-09,5,2034.45,411.0,411.0,205.5,0.01
5834,Oceania,Shoes,2018-10,4,3801.6,990.0,990.0,455.4,0.04
5835,Oceania,Shoes,2018-11,3,1980.68,559.0,559.0,291.745,0.065
5836,Oceania,Shoes,2018-12,1,296.24,322.0,322.0,122.36,0.08
5837,Oceania,Shoes,2019-01,15,7652.089999999999,524.5,524.5,344.11499999999995,0.060000000000000005
5838,Oceania,Shoes,2019-02,4,830.9599999999999,221.0,221.0,44.19999999999999,0.06
5839,Oceania,Shoes,2019-03,3,1014.5999999999999,356.0,356.0,81.88,0.05
5840,Oceania,Shoes,2019-04,6,966.6,179.0,179.0,35.80000000000001,0.1
5841,Oceania,Shoes,2019-05,6,809.4,142.0,142.0,106.5,0.05
5842,Oceania,Shoes,2019-07,4,2718.0,755.0,755.0,226.5,0.1
5843,Oceania,Shoes,2019-08,2,762.5999999999999,410.0,410.0,262.4,0.07
5844,Oceania,Shoes,2019-09,1,167.04,174.0,174.0,139.2,0.04
5845,Oceania,Shoes,2019-11,4,316.8,80.0,80.0,50.4,0.01
5846,Oceania,Shoes,2019-12,16,9019.0,505.5,505.5,346.57,0.03
5847,Oceania,Shoes,2020-01,13,5973.95,520.6666666666666,425.0,272.63666666666666,0.05333333333333334
5848,Oceania,Shoes,2020-02,8,3152.2400000000002,433.0,433.0,134.23000000000002,0.09
5849,Oceania,Shoes,2020-03,8,6241.6900000000005,589.5,589.5,358.455,0.034999999999999996
5850,Oceania,Shoes,2020-07,4,1614.4799999999998,434.0,434.0,190.96,0.07
5851,Oceania,Shoes,2020-08,28,10988.46,376.25,399.0,173.38250000000002,0.0425
5852,Oceania,Shoes,2020-10,9,1128.6,132.0,132.0,39.6,0.05
5853,Oceania,Shoes,2020-12,5,3486.5,734.0,734.0,535.8199999999999,0.05
5854,Oceania,Sports,2016-02,17,14645.6,853.0,862.0,553.09,0.036666666666666674
5855,Oceania,Sports,2016-03,18,7513.2,506.5,506.5,333.67999999999995,0.1
5856,Oceania,Sports,2016-04,4,2177.4,573.0,573.0,320.88,0.05
5857,Oceania,Sports,2016-05,10,8415.0,935.0,935.0,495.55,0.1
5858,Oceania,Sports,2016-06,4,2332.44,627.0,627.0,319.77,0.07
5859,Oceania,Sports,2016-07,19,6959.34,391.5,391.5,265.885,0.060000000000000005
5860,Oceania,Sports,2016-09,3,1675.8,570.0,570.0,290.7,0.02
5861,Oceania,Sports,2016-10,25,11351.82,515.6666666666666,541.0,261.05333333333334,0.04666666666666667
5862,Oceania,Sports,2016-11,6,2985.2999999999997,535.0,535.0,235.4,0.07
5863,Oceania,Sports,2016-12,11,5676.86,437.5,437.5,175.605,0.055
5864,Oceania,Sports,2017-01,8,2803.6400000000003,402.5,402.5,158.815,0.05
5865,Oceania,Sports,2017-02,7,1461.88,227.0,227.0,104.42,0.08
5866,Oceania,Sports,2017-03,35,13785.210000000001,394.2,347.0,165.622,0.054000000000000006
5867,Oceania,Sports,2017-05,11,3459.99,597.0,597.0,384.615,0.05500000000000001
5868,Oceania,Sports,2017-06,21,9809.5,485.25,530.5,255.975,0.0625
5869,Oceania,Sports,2017-07,9,4949.91,567.0,567.0,255.15,0.03
5870,Oceania,Sports,2017-10,2,1853.6799999999998,986.0,986.0,611.3199999999999,0.06
5871,Oceania,Sports,2017-11,6,1722.24,299.0,299.0,62.78999999999999,0.04
5872,Oceania,Sports,2017-12,13,8557.019999999999,393.0,283.5,179.8025,0.065
5873,Oceania,Sports,2018-01,7,2198.16,345.0,345.0,102.695,0.07
5874,Oceania,Sports,2018-02,19,6135.34,405.3333333333333,547.0,212.74333333333334,0.05666666666666667
5875,Oceania,Sports,2018-04,4,2346.24,611.0,611.0,415.48,0.04
5876,Oceania,Sports,2018-05,9,8277.93,989.0,989.0,731.86,0.07
5877,Oceania,Sports,2018-06,7,2546.95,383.0,383.0,325.55,0.05
5878,Oceania,Sports,2018-07,1,579.84,604.0,604.0,193.28,0.04
5879,Oceania,Sports,2018-08,2,1456.0,800.0,800.0,584.0,0.09
5880,Oceania,Sports,2018-09,2,1224.8600000000001,673.0,673.0,472.57,0.09
5881,Oceania,Sports,2018-10,8,4322.32,557.0,557.0,384.33,0.03
5882,Oceania,Sports,2019-01,12,4150.17,377.0,377.0,148.485,0.025
5883,Oceania,Sports,2019-02,9,4522.139999999999,448.5,448.5,237.525,0.03
5884,Oceania,Sports,2019-03,2,1737.0,965.0,965.0,579.0,0.1
5885,Oceania,Sports,2019-05,4,54.879999999999995,14.0,14.0,5.32,0.02
5886,Oceania,Sports,2019-06,5,2873.7,618.0,618.0,426.42,0.07
5887,Oceania,Sports,2019-07,8,478.79999999999995,63.0,63.0,36.54,0.05
5888,Oceania,Sports,2019-08,3,1649.34,561.0,561.0,258.06,0.02
5889,Oceania,Sports,2019-09,4,2584.4,710.0,710.0,227.2,0.09
5890,Oceania,Sports,2019-10,9,3734.7,519.0,519.0,243.03,0.015
5891,Oceania,Sports,2019-12,13,1830.4,188.0,188.0,117.12,0.035
5892,Oceania,Sports,2020-01,16,3424.66,203.5,203.5,65.235,0.05
5893,Oceania,Sports,2020-02,7,3930.29,617.0,617.0,407.22,0.09
5894,Oceania,Sports,2020-03,1,678.6,754.0,754.0,263.9,0.1
5895,Oceania,Sports,2020-04,17,9307.47,522.6666666666666,434.0,268.18,0.04666666666666667
5896,Oceania,Sports,2020-05,4,1244.56,331.0,331.0,86.06,0.06
5897,Oceania,Sports,2020-06,18,11402.64,657.0,657.0,300.15,0.06
5898,Oceania,Sports,2020-07,4,2245.74,394.5,394.5,101.25,0.065
5899,Oceania,Sports,2020-09,10,1746.0,194.0,194.0,73.72,0.1
5900,Oceania,Sports,2020-11,9,6491.52,784.0,784.0,203.84000000000003,0.08
5901,Oceania,Sports,2020-12,2,1603.32,862.0,862.0,508.58,0.07
5902,Oceania,Tools,2016-01,6,5057.28,878.0,878.0,439.0,0.04
5903,Oceania,Tools,2016-02,13,5910.42,393.5,393.5,151.54500000000002,0.02
5904,Oceania,Tools,2016-03,28,20057.5,721.0,752.5,328.1375,0.045
5905,Oceania,Tools,2016-05,17,6293.16,363.5,363.5,272.5,0.035
5906,Oceania,Tools,2016-06,9,2334.15,273.0,273.0,68.25,0.05
5907,Oceania,Tools,2016-07,20,8825.69,456.3333333333333,334.0,257.1166666666667,0.05333333333333334
5908,Oceania,Tools,2016-08,6,4210.5599999999995,731.0,731.0,599.42,0.04
5909,Oceania,Tools,2016-10,19,8251.77,387.5,334.5,166.9675,0.065
5910,Oceania,Tools,2016-11,12,8900.92,789.5,789.5,493.145,0.065
5911,Oceania,Tools,2016-12,12,5790.08,581.5,581.5,244.1,0.045
5912,Oceania,Tools,2017-02,2,199.92,102.0,102.0,49.98,0.02
5913,Oceania,Tools,2017-03,16,5660.96,371.5,371.5,242.715,0.05
5914,Oceania,Tools,2017-04,10,327.6,36.0,36.0,27.0,0.09
5915,Oceania,Tools,2017-05,7,3862.18,563.0,563.0,422.25,0.02
5916,Oceania,Tools,2017-06,7,780.9300000000001,132.5,132.5,112.265,0.035
5917,Oceania,Tools,2017-07,1,792.0,825.0,825.0,181.5,0.04
5918,Oceania,Tools,2017-08,20,12938.72,647.0,631.0,310.23,0.07333333333333333
5919,Oceania,Tools,2017-09,10,2711.72,353.0,353.0,194.81,0.065
5920,Oceania,Tools,2017-10,13,2382.0,356.3333333333333,352.0,273.6066666666666,0.05666666666666667
5921,Oceania,Tools,2017-11,12,2028.6,199.5,199.5,97.86,0.08
5922,Oceania,Tools,2017-12,2,831.04,424.0,424.0,233.2,0.02
5923,Oceania,Tools,2018-01,13,3484.2799999999997,298.5,298.5,209.285,0.06
5924,Oceania,Tools,2018-02,8,1821.6,230.0,230.0,110.4,0.01
5925,Oceania,Tools,2018-03,9,4201.47,513.0,513.0,364.23,0.09
5926,Oceania,Tools,2018-04,7,3258.2,408.6666666666667,459.0,152.72333333333333,0.02666666666666667
5927,Oceania,Tools,2018-06,10,7048.8,712.0,712.0,441.44,0.01
5928,Oceania,Tools,2018-07,2,89.28,48.0,48.0,23.04,0.07
5929,Oceania,Tools,2018-08,16,8800.8,567.0,567.0,313.575,0.03
5930,Oceania,Tools,2018-09,28,11772.94,537.6,544.0,407.224,0.032
5931,Oceania,Tools,2018-10,12,1855.6399999999999,212.0,161.0,117.57333333333334,0.05333333333333334
5932,Oceania,Tools,2018-12,7,4650.42,717.0,717.0,507.115,0.045000000000000005
5933,Oceania,Tools,2019-01,12,8465.439999999999,630.0,653.0,264.21999999999997,0.056666666666666664
5934,Oceania,Tools,2019-02,6,2882.88,528.0,528.0,116.16000000000004,0.09
5935,Oceania,Tools,2019-03,9,7944.3,910.0,910.0,518.7,0.03
5936,Oceania,Tools,2019-04,20,13827.0,752.3333333333334,781.0,418.8966666666667,0.02
5937,Oceania,Tools,2019-06,7,2903.67,419.0,419.0,192.74,0.01
5938,Oceania,Tools,2019-07,11,8393.24,748.0,748.0,258.61,0.03
5939,Oceania,Tools,2019-08,13,6490.2,412.0,147.0,309.3233333333333,0.023333333333333334
5940,Oceania,Tools,2019-09,6,1866.84,331.0,331.0,105.92,0.06
5941,Oceania,Tools,2019-10,10,3554.9,394.0,394.0,271.73,0.095
5942,Oceania,Tools,2019-12,11,4298.58,525.0,525.0,281.90999999999997,0.04
5943,Oceania,Tools,2020-01,8,2383.92,301.0,301.0,117.39,0.01
5944,Oceania,Tools,2020-02,13,10277.189999999999,852.0,852.0,494.34000000000003,0.085
5945,Oceania,Tools,2020-03,18,9830.98,605.6666666666666,517.0,304.53333333333336,0.023333333333333334
5946,Oceania,Tools,2020-04,16,3969.45,242.5,242.5,76.575,0.08
5947,Oceania,Tools,2020-05,2,351.14,181.0,181.0,121.27,0.03
5948,Oceania,Tools,2020-06,11,9405.91,741.5,741.5,386.49,0.06
5949,Oceania,Tools,2020-07,9,761.4,94.0,94.0,59.22,0.1
5950,Oceania,Tools,2020-08,10,5198.53,376.3333333333333,301.0,196.92999999999998,0.036666666666666674
5951,Oceania,Tools,2020-09,18,485.76,26.5,26.5,13.0,0.04
5952,Oceania,Tools,2020-10,6,4362.96,742.0,742.0,170.65999999999997,0.02
5953,Oceania,Tools,2020-12,10,6534.0,660.0,660.0,250.8,0.01
5954,Oceania,Toys,2016-02,11,4853.58,504.3333333333333,361.0,269.3433333333333,0.06
5955,Oceania,Toys,2016-03,10,4600.0,500.0,500.0,110.0,0.08
5956,Oceania,Toys,2016-04,8,4411.68,606.0,606.0,139.38,0.09
5957,Oceania,Toys,2016-05,9,3289.2,394.0,394.0,182.44,0.035
5958,Oceania,Toys,2016-06,6,1352.3999999999999,230.0,230.0,174.8,0.02
5959,Oceania,Toys,2016-07,3,2017.5600000000002,731.0,731.0,387.43,0.08
5960,Oceania,Toys,2016-12,14,4314.219999999999,491.0,491.0,165.69500000000002,0.05
5961,Oceania,Toys,2017-01,9,6740.37,823.0,823.0,312.74,0.09
5962,Oceania,Toys,2017-02,5,1870.84,355.0,355.0,185.95,0.065
5963,Oceania,Toys,2017-03,11,8576.16,749.0,749.0,447.04999999999995,0.025
5964,Oceania,Toys,2017-04,17,6832.67,363.6666666666667,479.0,169.32000000000002,0.036666666666666674
5965,Oceania,Toys,2017-07,3,2387.88,804.0,804.0,361.8,0.01
5966,Oceania,Toys,2017-09,17,6287.76,409.5,409.5,247.42,0.09
5967,Oceania,Toys,2017-12,13,7917.33,633.0,633.0,362.02,0.04
5968,Oceania,Toys,2018-01,9,5273.450000000001,617.0,617.0,242.01,0.07
5969,Oceania,Toys,2018-02,1,451.25,475.0,475.0,294.5,0.05
5970,Oceania,Toys,2018-03,8,5111.28,687.0,687.0,405.33,0.07
5971,Oceania,Toys,2018-04,21,8231.67,415.75,376.5,190.9575,0.0375
5972,Oceania,Toys,2018-06,10,5952.400000000001,647.0,647.0,239.39,0.08
5973,Oceania,Toys,2018-07,5,896.6999999999999,183.0,183.0,76.86,0.02
5974,Oceania,Toys,2018-08,4,433.85999999999996,87.0,87.0,62.339999999999996,0.04
5975,Oceania,Toys,2018-09,4,2661.68,686.0,686.0,583.1,0.03
5976,Oceania,Toys,2018-10,14,11850.880000000001,897.5,897.5,573.245,0.049999999999999996
5977,Oceania,Toys,2018-11,4,2850.0,750.0,750.0,450.0,0.05
5978,Oceania,Toys,2019-01,10,798.0,84.0,84.0,68.03999999999999,0.05
5979,Oceania,Toys,2019-03,3,2784.18,947.0,947.0,236.75,0.02
5980,Oceania,Toys,2019-04,17,9132.960000000001,579.0,579.0,272.03999999999996,0.065
5981,Oceania,Toys,2019-05,15,7990.709999999999,573.3333333333334,585.0,448.31,0.06666666666666667
5982,Oceania,Toys,2019-06,16,4877.5,349.3333333333333,325.0,235.61,0.06333333333333334
5983,Oceania,Toys,2019-07,7,6321.209999999999,971.0,971.0,349.55999999999995,0.07
5984,Oceania,Toys,2019-08,17,10307.38,534.3333333333334,674.0,342.8233333333333,0.06666666666666667
5985,Oceania,Toys,2019-09,7,3837.0499999999997,577.0,577.0,271.19,0.05
5986,Oceania,Toys,2019-10,14,8723.880000000001,695.5,695.5,239.975,0.055
5987,Oceania,Toys,2019-11,18,7302.4,449.0,449.0,160.48,0.04
5988,Oceania,Toys,2019-12,12,6011.61,605.6666666666666,786.0,239.10999999999999,0.07
5989,Oceania,Toys,2020-01,7,6310.219999999999,959.0,959.0,776.79,0.06
5990,Oceania,Toys,2020-03,2,1398.7199999999998,752.0,752.0,391.04,0.07
5991,Oceania,Toys,2020-05,5,3138.39,683.5,683.5,398.625,0.04
5992,Oceania,Toys,2020-09,2,1880.0,1000.0,1000.0,750.0,0.06
5993,Oceania,Toys,2020-10,17,7757.45,536.3333333333334,575.0,344.39333333333326,0.06999999999999999
5994,South America,Automotive,2016-02,9,6076.98,689.0,689.0,585.65,0.02
5995,South America,Automotive,2016-03,5,3625.2000000000003,750.0,750.0,205.20000000000002,0.08
5996,South America,Automotive,2016-05,2,1187.76,606.0,606.0,424.2,0.02
5997,South America,Automotive,2016-07,18,7084.4,401.0,401.0,256.64,0.04
5998,South America,Automotive,2016-10,10,3864.7400000000002,408.5,408.5,217.03500000000003,0.095
5999,South America,Automotive,2016-11,14,9115.92,689.5,689.5,261.57000000000005,0.01
6000,South America,Automotive,2016-12,6,4213.76,760.0,760.0,270.975,0.025
6001,South America,Automotive,2017-05,9,234.9,29.0,29.0,5.800000000000001,0.1
6002,South America,Automotive,2017-07,1,365.24,397.0,397.0,131.01,0.08
6003,South America,Automotive,2017-09,4,2494.8,630.0,630.0,308.7,0.01
6004,South America,Automotive,2017-10,6,5034.12,922.0,922.0,534.76,0.09
6005,South America,Automotive,2017-11,15,7513.02,428.5,428.5,172.565,0.025
6006,South America,Automotive,2018-06,16,2137.86,101.0,114.0,64.04,0.06
6007,South America,Automotive,2018-07,5,1654.3999999999999,352.0,352.0,249.92,0.06
6008,South America,Automotive,2018-09,10,1537.9,169.0,169.0,64.22,0.09
6009,South America,Automotive,2018-10,9,3346.8900000000003,387.5,387.5,157.44,0.049999999999999996
6010,South America,Automotive,2018-11,1,802.56,836.0,836.0,359.48,0.04
6011,South America,Automotive,2019-01,10,2714.6,277.0,277.0,188.36,0.02
6012,South America,Automotive,2019-06,5,1407.6000000000001,306.0,306.0,67.32,0.08
6013,South America,Automotive,2019-07,3,1611.8400000000001,584.0,584.0,251.12,0.08
6014,South America,Automotive,2019-08,2,1810.02,933.0,933.0,298.55999999999995,0.03
6015,South America,Automotive,2019-09,3,1570.77,563.0,563.0,371.58,0.07
6016,South America,Automotive,2019-11,15,7867.65,565.3333333333334,640.0,347.6666666666667,0.043333333333333335
6017,South America,Automotive,2020-01,8,3968.4,515.5,515.5,365.82,0.035
6018,South America,Automotive,2020-03,6,5290.74,969.0,969.0,494.19,0.09
6019,South America,Automotive,2020-08,8,4229.2,545.0,545.0,354.25,0.03
6020,South America,Automotive,2020-10,10,409.5,45.0,45.0,26.55,0.09
6021,South America,Automotive,2020-12,11,5156.1,533.5,533.5,312.9,0.085
6022,South America,Baby,2016-01,6,1992.96,346.0,346.0,287.18,0.04
6023,South America,Baby,2016-08,10,1359.0,151.0,151.0,86.07,0.1
6024,South America,Baby,2016-10,5,4393.75,925.0,925.0,712.25,0.05
6025,South America,Baby,2016-11,4,2569.84,706.0,706.0,338.88,0.09
6026,South America,Baby,2017-01,10,7107.1,781.0,781.0,413.93,0.09
6027,South America,Baby,2017-04,7,5072.13,747.0,747.0,575.19,0.03
6028,South America,Baby,2017-05,11,2090.64,210.5,210.5,160.28,0.055
6029,South America,Baby,2017-06,9,4917.400000000001,597.0,597.0,399.90999999999997,0.08
6030,South America,Baby,2017-07,1,769.12,836.0,836.0,242.44000000000003,0.08
6031,South America,Baby,2017-12,8,6985.35,896.5,896.5,382.91499999999996,0.055
6032,South America,Baby,2018-01,4,3053.16,771.0,771.0,169.62,0.01
6033,South America,Baby,2018-03,6,1124.76,206.0,206.0,61.80000000000001,0.09
6034,South America,Baby,2018-04,3,214.82999999999998,77.0,77.0,33.11,0.07
6035,South America,Baby,2018-08,10,1706.56,373.0,373.0,264.4,0.045000000000000005
6036,South America,Baby,2018-09,16,5923.4400000000005,402.0,402.0,255.42000000000002,0.085
6037,South America,Baby,2018-11,8,2391.3599999999997,318.0,318.0,79.5,0.06
6038,South America,Baby,2019-01,13,3288.0199999999995,354.0,257.0,161.34333333333333,0.06999999999999999
6039,South America,Baby,2019-03,8,349.67999999999995,47.0,47.0,38.54,0.07
6040,South America,Baby,2019-04,5,1706.55,367.0,367.0,249.56,0.07
6041,South America,Baby,2019-06,13,3440.0299999999997,297.0,297.0,134.97,0.025
6042,South America,Baby,2019-07,2,1551.0,825.0,825.0,239.25,0.06
6043,South America,Baby,2019-08,3,1493.3999999999999,524.0,524.0,361.56,0.05
6044,South America,Baby,2019-10,1,576.84,627.0,627.0,514.14,0.08
6045,South America,Baby,2020-01,2,549.12,286.0,286.0,151.58,0.04
6046,South America,Baby,2020-05,4,3728.68,961.0,961.0,307.52,0.03
6047,South America,Baby,2020-06,8,1193.2,157.0,157.0,31.40000000000001,0.05
6048,South America,Baby,2020-11,12,1327.08,130.0,130.0,63.71,0.05
6049,South America,Baby,2020-12,1,618.24,644.0,644.0,135.24,0.04
6050,South America,Beauty,2016-01,9,6207.03,711.0,711.0,597.24,0.03
6051,South America,Beauty,2016-04,5,2826.0,628.0,628.0,521.24,0.1
6052,South America,Beauty,2016-06,6,1344.78,241.0,241.0,187.98,0.07
6053,South America,Beauty,2016-07,1,835.38,918.0,918.0,192.78,0.09
6054,South America,Beauty,2016-11,13,4754.32,353.0,353.0,178.74,0.034999999999999996
6055,South America,Beauty,2016-12,7,2285.7799999999997,339.5,339.5,260.61,0.045
6056,South America,Beauty,2017-02,8,6576.959999999999,884.0,884.0,636.48,0.07
6057,South America,Beauty,2017-03,1,494.13,543.0,543.0,331.23,0.09
6058,South America,Beauty,2017-04,5,1805.0,380.0,380.0,155.8,0.05
6059,South America,Beauty,2017-08,18,11126.5,659.0,659.0,500.33,0.049999999999999996
6060,South America,Beauty,2017-09,12,6445.17,469.5,469.5,288.36,0.034999999999999996
6061,South America,Beauty,2017-11,12,9010.56,850.5,850.5,413.44500000000005,0.05
6062,South America,Beauty,2017-12,8,1571.6799999999998,209.0,209.0,106.59,0.06
6063,South America,Beauty,2018-01,8,131.07999999999998,16.0,16.0,9.88,0.07
6064,South America,Beauty,2018-02,16,12906.57,871.0,871.0,211.685,0.085
6065,South America,Beauty,2018-04,1,823.68,832.0,832.0,357.76,0.01
6066,South America,Beauty,2018-06,12,8614.8,805.5,805.5,257.355,0.07500000000000001
6067,South America,Beauty,2018-10,13,7014.209999999999,544.0,544.0,337.28,0.035
6068,South America,Beauty,2020-01,12,9328.14,793.5,793.5,604.815,0.07500000000000001
6069,South America,Beauty,2020-02,5,2575.6,548.0,548.0,120.56,0.06
6070,South America,Beauty,2020-03,6,4449.06,749.0,749.0,576.73,0.01
6071,South America,Beauty,2020-04,8,4307.759999999999,579.0,579.0,144.75,0.07
6072,South America,Beauty,2020-05,10,2244.8,244.0,244.0,131.76,0.08
6073,South America,Beauty,2020-06,5,1304.6499999999999,269.0,269.0,96.84,0.03
6074,South America,Books,2016-01,1,461.28,496.0,496.0,262.88,0.07
6075,South America,Books,2016-02,6,2704.7999999999997,460.0,460.0,377.2,0.02
6076,South America,Books,2016-03,4,1575.84,402.0,402.0,192.96,0.02
6077,South America,Books,2016-04,6,5238.4800000000005,949.0,949.0,664.3,0.08
6078,South America,Books,2016-07,4,1307.56,337.0,337.0,262.86,0.03
6079,South America,Books,2016-08,5,2454.9,501.0,501.0,215.43,0.02
6080,South America,Books,2016-09,17,3098.16,219.5,219.5,105.49499999999999,0.055
6081,South America,Books,2016-11,5,1348.8999999999999,287.0,287.0,189.42,0.06
6082,South America,Books,2016-12,6,4348.44,771.0,771.0,462.6,0.06
6083,South America,Books,2017-02,5,363.40000000000003,79.0,79.0,63.2,0.08
6084,South America,Books,2017-05,9,7371.0,910.0,910.0,591.5,0.1
6085,South America,Books,2017-07,9,1649.97,189.0,189.0,41.58000000000001,0.03
6086,South America,Books,2017-08,3,1143.45,385.0,385.0,88.55000000000001,0.01
6087,South America,Books,2017-10,3,484.11,163.0,163.0,107.58,0.01
6088,South America,Books,2018-04,19,5073.14,360.5,258.0,211.87,0.07250000000000001
6089,South America,Books,2018-05,6,684.48,124.0,124.0,101.68,0.08
6090,South America,Books,2018-06,1,620.8,640.0,640.0,544.0,0.03
6091,South America,Books,2018-07,3,375.39,129.0,129.0,99.33,0.03
6092,South America,Books,2018-11,4,2131.92,567.0,567.0,396.9,0.06
6093,South America,Books,2019-03,6,3830.88,694.0,694.0,464.98,0.08
6094,South America,Books,2019-04,6,223.2,40.0,40.0,23.2,0.07
6095,South America,Books,2019-06,8,76.8,10.0,10.0,7.2,0.04
6096,South America,Books,2019-11,11,3368.91,524.0,524.0,431.045,0.05500000000000001
6097,South America,Books,2019-12,13,5070.08,451.5,451.5,184.23,0.03
